Kr2+ + H2 --> Kr+
X = Energy (eV),Y = Cross section (cm2)
9.996000e+02,2.130000e-16
1.503600e+03,2.540000e-16
1.999200e+03,2.870000e-16
2.998800e+03,3.150000e-16
3.998400e+03,3.230000e-16
4.998000e+03,3.250000e-16
5.997600e+03,3.320000e-16
6.997200e+03,3.420000e-16
7.996800e+03,3.510000e-16
8.988000e+03,3.530000e-16
9.996000e+03,3.520000e-16
1.201200e+04,3.670000e-16
1.402800e+04,3.740000e-16
1.747200e+04,3.840000e-16
1.999200e+04,4.060000e-16
2.251200e+04,3.990000e-16
2.503200e+04,4.110000e-16
2.998800e+04,4.610000e-16
3.502800e+04,5.100000e-16
