X,Y
0.120,3.530E-01
0.100,1.270E-01
0.900,2.146E+03
0.800,1.414E+03
0.750,1.118E+03
0.700,8.651E+02
0.600,4.804E+02
0.500,2.340E+02
0.480,1.985E+02
0.460,1.671E+02
0.440,1.393E+02
0.420,1.151E+02
0.400,9.400E+01
0.380,7.588E+01
0.340,4.743E+01
0.360,6.044E+01
0.140,7.930E-01
0.160,1.548E+00
0.180,2.737E+00
0.200,4.496E+00
0.220,6.976E+00
0.240,1.035E+01
0.260,1.479E+01
0.280,2.051E+01
0.300,2.770E+01
0.320,3.660E+01
1.900,1.916E+04
1.100,4.197E+03
1.800,1.685E+04
1.700,1.464E+04
1.600,1.253E+04
1.500,1.054E+04
1.400,8.704E+03
1.300,7.023E+03
1.200,5.517E+03
1.000,3.072E+03
2.900,4.415E+04
2.800,4.165E+04
2.700,3.913E+04
2.600,3.659E+04
2.500,3.405E+04
2.300,2.897E+04
2.400,3.151E+04
2.000,2.154E+04
2.200,2.646E+04
2.100,2.398E+04
3.700,6.288E+04
3.900,6.712E+04
3.800,6.502E+04
3.600,6.068E+04
3.500,5.844E+04
3.400,5.616E+04
3.300,5.383E+04
3.200,5.147E+04
3.100,4.906E+04
3.000,4.662E+04
4.000,6.917E+04
4.200,7.312E+04
4.400,7.687E+04
4.600,8.043E+04
4.800,8.381E+04
5.800,9.804E+04
5.600,9.552E+04
5.200,9.001E+04
5.000,8.700E+04
5.400,9.285E+04
6.000,1.004E+05
6.200,1.026E+05
6.400,1.047E+05
6.600,1.067E+05
6.800,1.085E+05
7.800,1.161E+05
7.600,1.147E+05
7.400,1.133E+05
7.200,1.118E+05
7.000,1.102E+05
8.000,1.173E+05
8.200,1.184E+05
8.400,1.195E+05
8.600,1.204E+05
8.800,1.214E+05
9.000,1.222E+05
9.200,1.230E+05
9.400,1.237E+05
9.600,1.244E+05
9.800,1.250E+05
10.000,1.255E+05
