X,Y
0.120,8.422E+03
0.100,5.060E+03
0.900,2.353E+05
0.800,2.155E+05
0.750,2.043E+05
0.700,1.922E+05
0.600,1.652E+05
0.500,1.342E+05
0.480,1.275E+05
0.460,1.207E+05
0.440,1.138E+05
0.420,1.067E+05
0.400,9.954E+04
0.380,9.229E+04
0.340,7.762E+04
0.360,8.497E+04
0.140,1.255E+04
0.160,1.737E+04
0.180,2.277E+04
0.200,2.868E+04
0.220,3.500E+04
0.240,4.166E+04
0.260,4.858E+04
0.280,5.569E+04
0.300,6.293E+04
0.320,7.026E+04
1.900,3.209E+05
1.100,2.662E+05
1.800,3.179E+05
1.700,3.141E+05
1.600,3.094E+05
1.500,3.036E+05
1.400,2.966E+05
1.300,2.882E+05
1.200,2.782E+05
1.000,2.521E+05
2.900,3.250E+05
2.800,3.260E+05
2.700,3.267E+05
2.600,3.272E+05
2.500,3.274E+05
2.300,3.270E+05
2.400,3.274E+05
2.000,3.232E+05
2.200,3.262E+05
2.100,3.250E+05
3.700,3.131E+05
3.900,3.093E+05
3.800,3.112E+05
3.600,3.149E+05
3.500,3.166E+05
3.400,3.183E+05
3.300,3.198E+05
3.200,3.213E+05
3.100,3.227E+05
3.000,3.239E+05
4.000,3.074E+05
4.200,3.035E+05
4.400,2.995E+05
4.600,2.954E+05
4.800,2.914E+05
5.800,2.715E+05
5.600,2.754E+05
5.200,2.833E+05
5.000,2.873E+05
5.400,2.793E+05
6.000,2.677E+05
6.200,2.640E+05
6.400,2.604E+05
6.600,2.568E+05
6.800,2.533E+05
7.800,2.369E+05
7.600,2.400E+05
7.400,2.432E+05
7.200,2.465E+05
7.000,2.499E+05
8.000,2.338E+05
8.200,2.309E+05
8.400,2.280E+05
8.600,2.251E+05
8.800,2.223E+05
9.000,2.196E+05
9.200,2.170E+05
9.400,2.144E+05
9.600,2.119E+05
9.800,2.094E+05
10.000,2.070E+05
