X,Y
0.1,1820
0.015346,48100
0.02,28000
0.03,9840
0.04,4650
0.05,2600
0.06,1610
0.08,776
0.08553,658
0.0015,762000
0.15,663
0.2,327
0.3,132
0.4,75.6
0.5,53.0
0.6,41.0
0.8,29.4
0.003704,470000
0.015,50900
0.001,1670000
0.002,413000
0.002389,281000
0.002485,684000
0.002956,658000
0.003,737000
0.003416,540000
0.004,406000
0.005,236000
0.006,151000
0.008,73400
0.01,42100
0.012656,23300
0.014697,38500
1,23.6
1.5,17.5
2,15.3
3,14.1
4,14.0
5,14.4
6,14.7
8,15.5
10,16.3
15,18.5
20,20.4
30,23.4
40,25.5
50,27.0
60,28.3
80,30.2
100,31.4
