N6+ + H(n=2) --> N5+(n=6,l=5) + H+
X = Energy (eV),Y = Cross section (cm2)
1.400000e+01,2.670000e+00
7.000000e+01,7.940000e+00
9.800000e+01,9.360000e+00
1.400000e+02,9.850000e+00
3.500000e+02,4.270000e+00
6.300000e+02,1.070000e+00
1.260000e+03,5.070000e-02
1.400000e+03,2.680000e-02
2.100000e+03,3.580000e-03
3.500000e+03,1.770000e-04
7.000000e+03,1.170000e-06
