N6+ + H(n=2) --> N5+(n=6,l=4) + H+
X = Energy (eV),Y = Cross section (cm2)
1.400000e+01,2.270000e+00
7.000000e+01,7.410000e+00
9.800000e+01,8.560000e+00
1.400000e+02,8.900000e+00
3.500000e+02,2.670000e+00
6.300000e+02,5.110000e-01
1.260000e+03,6.140000e-02
1.400000e+03,4.070000e-02
2.100000e+03,6.370000e-03
3.500000e+03,6.850000e-04
7.000000e+03,1.280000e-05
