N6+ + H(n=2) --> N5+(n=7,l=1) + H+
X = Energy (eV),Y = Cross section (cm2)
1.400000e+01,6.360000e+00
7.000000e+01,2.890000e+00
9.800000e+01,2.100000e+00
1.400000e+02,1.300000e+00
3.500000e+02,2.840000e-01
6.300000e+02,8.310000e-02
1.260000e+03,2.410000e-02
1.400000e+03,1.950000e-02
2.100000e+03,3.380000e-03
3.500000e+03,4.340000e-04
7.000000e+03,2.920000e-05
