N6+ + H(n=2) --> N5+(n=4,l=3) + H+
X = Energy (eV),Y = Cross section (cm2)
1.400000e+01,5.760000e-03
7.000000e+01,1.650000e-02
9.800000e+01,3.560000e-02
1.400000e+02,7.660000e-02
3.500000e+02,2.590000e-01
6.300000e+02,2.250000e-01
1.260000e+03,7.320000e-02
1.400000e+03,5.140000e-02
2.100000e+03,1.050000e-02
3.500000e+03,1.200000e-03
7.000000e+03,4.400000e-05
