N6+ + H(n=2) --> N5+(n=8,l=5) + H+
X = Energy (eV),Y = Cross section (cm2)
1.400000e+01,5.210000e+01
7.000000e+01,2.960000e+01
9.800000e+01,2.120000e+01
1.400000e+02,1.290000e+01
3.500000e+02,2.540000e+00
6.300000e+02,5.940000e-01
1.260000e+03,4.430000e-02
1.400000e+03,2.740000e-02
2.100000e+03,3.950000e-03
3.500000e+03,3.280000e-04
7.000000e+03,2.550000e-06
