N6+ + H(1s) --> N5+(n=3,l=0) + H+
X = Energy (eV),Y = Cross section (cm2)
1.400000e+01,6.220000e-05
7.000000e+01,8.310000e-02
9.800000e+01,2.250000e-01
1.400000e+02,3.070000e-01
3.500000e+02,3.530000e-01
6.300000e+02,1.890000e-01
1.260000e+03,3.280000e-02
1.400000e+03,3.780000e-02
2.100000e+03,2.860000e-02
3.500000e+03,2.500000e-03
7.000000e+03,3.120000e-04
