N6+ + H(n=2) --> N5+(n=6,l=3) + H+
X = Energy (eV),Y = Cross section (cm2)
1.400000e+01,2.300000e+00
7.000000e+01,6.090000e+00
9.800000e+01,6.880000e+00
1.400000e+02,6.430000e+00
3.500000e+02,1.330000e+00
6.300000e+02,2.970000e-01
1.260000e+03,5.590000e-02
1.400000e+03,4.080000e-02
2.100000e+03,8.550000e-03
3.500000e+03,9.500000e-04
7.000000e+03,5.130000e-05
