N6+ + H(1s) --> N5+(n=8,l=0) + H+
X = Energy (eV),Y = Cross section (cm2)
1.400000e+01,6.070000e-04
7.000000e+01,2.980000e-03
9.800000e+01,7.030000e-03
1.400000e+02,6.040000e-03
3.500000e+02,1.200000e-02
6.300000e+02,3.020000e-02
1.260000e+03,1.990000e-02
1.400000e+03,1.520000e-02
2.100000e+03,5.210000e-03
3.500000e+03,4.990000e-04
7.000000e+03,5.650000e-05
