N6+ + H(n=2) --> N5+(n=11,l=1) + H+
X = Energy (eV),Y = Cross section (cm2)
1.400000e+01,1.050000e-01
7.000000e+01,2.640000e-01
9.800000e+01,4.370000e-01
1.400000e+02,5.020000e-01
3.500000e+02,4.480000e-01
6.300000e+02,1.900000e-01
1.260000e+03,5.080000e-02
1.400000e+03,3.390000e-02
2.100000e+03,8.350000e-03
3.500000e+03,5.710000e-04
7.000000e+03,1.360000e-05
