N6+ + H(n=2) --> N5+(n=4,l=2) + H+
X = Energy (eV),Y = Cross section (cm2)
1.400000e+01,5.710000e-03
7.000000e+01,1.690000e-02
9.800000e+01,3.790000e-02
1.400000e+02,6.270000e-02
3.500000e+02,2.080000e-01
6.300000e+02,1.560000e-01
1.260000e+03,3.300000e-02
1.400000e+03,2.100000e-02
2.100000e+03,1.000000e-02
3.500000e+03,1.500000e-03
7.000000e+03,1.190000e-04
