N6+ + H(n=2) --> N5+(n=5,l=1) + H+
X = Energy (eV),Y = Cross section (cm2)
1.400000e+01,1.030000e-01
7.000000e+01,3.730000e-01
9.800000e+01,5.360000e-01
1.400000e+02,6.780000e-01
3.500000e+02,2.870000e-01
6.300000e+02,7.860000e-02
1.260000e+03,1.990000e-02
1.400000e+03,1.690000e-02
2.100000e+03,3.320000e-03
3.500000e+03,5.060000e-04
7.000000e+03,5.900000e-05
