N6+ + H(n=2) --> N5+(n=8,l=4) + H+
X = Energy (eV),Y = Cross section (cm2)
1.400000e+01,3.550000e+01
7.000000e+01,1.660000e+01
9.800000e+01,1.220000e+01
1.400000e+02,8.040000e+00
3.500000e+02,1.470000e+00
6.300000e+02,4.830000e-01
1.260000e+03,5.850000e-02
1.400000e+03,3.960000e-02
2.100000e+03,7.140000e-03
3.500000e+03,7.290000e-04
7.000000e+03,1.430000e-05
