N6+ + H(n=2) --> N5+(n=8,l=3) + H+
X = Energy (eV),Y = Cross section (cm2)
1.400000e+01,2.320000e+01
7.000000e+01,8.320000e+00
9.800000e+01,6.550000e+00
1.400000e+02,4.540000e+00
3.500000e+02,1.050000e+00
6.300000e+02,3.140000e-01
1.260000e+03,5.200000e-02
1.400000e+03,4.140000e-02
2.100000e+03,8.770000e-03
3.500000e+03,9.210000e-04
7.000000e+03,4.200000e-05
