N6+ + H(1s) --> N5+(n=5,l=3) + H+
X = Energy (eV),Y = Cross section (cm2)
1.400000e+01,1.210000e+00
7.000000e+01,3.460000e+00
9.800000e+01,3.820000e+00
1.400000e+02,3.750000e+00
3.500000e+02,3.230000e+00
6.300000e+02,2.100000e+00
1.260000e+03,6.290000e-01
1.400000e+03,4.650000e-01
2.100000e+03,1.250000e-01
3.500000e+03,1.550000e-02
7.000000e+03,2.740000e-04
