N6+ + H(1s) --> N5+(n=6,l=5) + H+
X = Energy (eV),Y = Cross section (cm2)
1.400000e+01,1.310000e-02
7.000000e+01,2.480000e-01
9.800000e+01,4.590000e-01
1.400000e+02,5.320000e-01
3.500000e+02,1.470000e+00
6.300000e+02,1.220000e+00
1.260000e+03,1.770000e-01
1.400000e+03,1.180000e-01
2.100000e+03,1.530000e-02
3.500000e+03,6.110000e-04
7.000000e+03,2.910000e-06
