N6+ + H(1s) --> N5+(n=8,l=2) + H+
X = Energy (eV),Y = Cross section (cm2)
1.400000e+01,4.830000e-03
7.000000e+01,4.130000e-03
9.800000e+01,1.090000e-02
1.400000e+02,9.890000e-03
3.500000e+02,1.040000e-01
6.300000e+02,2.220000e-01
1.260000e+03,1.430000e-01
1.400000e+03,1.070000e-01
2.100000e+03,4.140000e-02
3.500000e+03,6.190000e-03
7.000000e+03,1.820000e-04
