N6+ + H(n=2) --> N5+(n=10,l=7) + H+
X = Energy (eV),Y = Cross section (cm2)
1.400000e+01,5.080000e+00
7.000000e+01,6.390000e+00
9.800000e+01,7.260000e+00
1.400000e+02,7.190000e+00
3.500000e+02,2.870000e+00
6.300000e+02,6.530000e-01
1.260000e+03,1.430000e-02
1.400000e+03,8.760000e-03
2.100000e+03,6.920000e-04
3.500000e+03,2.990000e-05
7.000000e+03,3.980000e-08
