N6+ + H(n=2) --> N5+(n=11,l=2) + H+
X = Energy (eV),Y = Cross section (cm2)
1.400000e+01,2.290000e-01
7.000000e+01,4.960000e-01
9.800000e+01,7.160000e-01
1.400000e+02,1.330000e+00
3.500000e+02,9.380000e-01
6.300000e+02,3.610000e-01
1.260000e+03,9.240000e-02
1.400000e+03,6.060000e-02
2.100000e+03,1.490000e-02
3.500000e+03,1.070000e-03
7.000000e+03,4.570000e-05
