N6+ + H(1s) --> N5+(n=11,l=9) + H+
X = Energy (eV),Y = Cross section (cm2)
1.400000e+01,5.240000e-03
7.000000e+01,8.720000e-04
9.800000e+01,6.220000e-04
1.400000e+02,1.350000e-03
3.500000e+02,7.980000e-04
6.300000e+02,4.330000e-03
1.260000e+03,4.030000e-03
1.400000e+03,2.310000e-03
2.100000e+03,4.840000e-04
3.500000e+03,9.170000e-07
7.000000e+03,2.780000e-09
