N6+ + H(1s) --> N5+(n=7,l=4) + H+
X = Energy (eV),Y = Cross section (cm2)
1.400000e+01,1.280000e-03
7.000000e+01,2.370000e-02
9.800000e+01,3.410000e-02
1.400000e+02,4.500000e-02
3.500000e+02,4.140000e-01
6.300000e+02,8.390000e-01
1.260000e+03,2.950000e-01
1.400000e+03,2.120000e-01
2.100000e+03,4.570000e-02
3.500000e+03,4.010000e-03
7.000000e+03,3.840000e-05
