N6+ + H(n=2) --> N5+(n=3,l=2) + H+
X = Energy (eV),Y = Cross section (cm2)
1.400000e+01,4.840000e-02
7.000000e+01,8.240000e-03
9.800000e+01,8.000000e-03
1.400000e+02,1.290000e-02
3.500000e+02,1.910000e-02
6.300000e+02,3.130000e-02
1.260000e+03,2.440000e-02
1.400000e+03,2.210000e-02
2.100000e+03,1.180000e-02
3.500000e+03,2.290000e-03
7.000000e+03,1.390000e-04
