N6+ + H(n=2) --> N5+(n=7,l=0) + H+
X = Energy (eV),Y = Cross section (cm2)
1.400000e+01,3.960000e+00
7.000000e+01,9.330000e-01
9.800000e+01,5.640000e-01
1.400000e+02,3.470000e-01
3.500000e+02,9.660000e-02
6.300000e+02,2.670000e-02
1.260000e+03,7.100000e-03
1.400000e+03,4.790000e-03
2.100000e+03,1.140000e-03
3.500000e+03,1.280000e-04
7.000000e+03,3.900000e-06
