N6+ + H(1s) --> N5+(n=6,l=2) + H+
X = Energy (eV),Y = Cross section (cm2)
1.400000e+01,2.160000e-02
7.000000e+01,6.900000e-02
9.800000e+01,8.420000e-02
1.400000e+02,1.170000e-01
3.500000e+02,5.320000e-01
6.300000e+02,5.680000e-01
1.260000e+03,2.280000e-01
1.400000e+03,2.110000e-01
2.100000e+03,7.110000e-02
3.500000e+03,1.300000e-02
7.000000e+03,3.620000e-04
