N6+ + H(1s) --> N5+(n=7,l=6) + H+
X = Energy (eV),Y = Cross section (cm2)
1.400000e+01,7.750000e-04
7.000000e+01,7.930000e-03
9.800000e+01,4.030000e-02
1.400000e+02,6.940000e-02
3.500000e+02,1.880000e-01
6.300000e+02,2.520000e-01
1.260000e+03,4.050000e-02
1.400000e+03,2.500000e-02
2.100000e+03,6.430000e-03
3.500000e+03,7.930000e-05
7.000000e+03,1.660000e-07
