N6+ + H(1s) --> N5+(n=2,l=0) + H+
X = Energy (eV),Y = Cross section (cm2)
1.400000e+01,5.060000e-07
7.000000e+01,7.890000e-07
9.800000e+01,8.670000e-07
1.400000e+02,4.040000e-06
3.500000e+02,2.280000e-03
6.300000e+02,9.390000e-03
1.260000e+03,1.530000e-02
1.400000e+03,1.580000e-02
2.100000e+03,1.910000e-02
3.500000e+03,1.730000e-03
7.000000e+03,4.020000e-04
