N6+ + H(1s) --> N5+(n=11,l=5) + H+
X = Energy (eV),Y = Cross section (cm2)
1.400000e+01,8.380000e-03
7.000000e+01,1.250000e-03
9.800000e+01,1.830000e-03
1.400000e+02,3.050000e-03
3.500000e+02,3.150000e-02
6.300000e+02,1.870000e-01
1.260000e+03,9.260000e-02
1.400000e+03,6.910000e-02
2.100000e+03,1.550000e-02
3.500000e+03,1.300000e-03
7.000000e+03,5.060000e-06
