N6+ + H(1s) --> N5+(n=11,l=7) + H+
X = Energy (eV),Y = Cross section (cm2)
1.400000e+01,2.890000e-03
7.000000e+01,1.250000e-03
9.800000e+01,1.290000e-03
1.400000e+02,1.510000e-03
3.500000e+02,7.440000e-03
6.300000e+02,3.490000e-02
1.260000e+03,1.360000e-02
1.400000e+03,1.170000e-02
2.100000e+03,1.120000e-03
3.500000e+03,8.160000e-05
7.000000e+03,3.370000e-08
