N6+ + H(n=2) --> N5+(n=10,l=3) + H+
X = Energy (eV),Y = Cross section (cm2)
1.400000e+01,9.620000e-01
7.000000e+01,1.720000e+00
9.800000e+01,2.270000e+00
1.400000e+02,2.210000e+00
3.500000e+02,9.040000e-01
6.300000e+02,2.790000e-01
1.260000e+03,6.390000e-02
1.400000e+03,4.780000e-02
2.100000e+03,1.170000e-02
3.500000e+03,1.030000e-03
7.000000e+03,3.560000e-05
