N6+ + H(n=2) --> N5+(n=4,l=1) + H+
X = Energy (eV),Y = Cross section (cm2)
1.400000e+01,6.260000e-03
7.000000e+01,2.220000e-02
9.800000e+01,4.780000e-02
1.400000e+02,7.020000e-02
3.500000e+02,1.720000e-01
6.300000e+02,7.920000e-02
1.260000e+03,2.250000e-02
1.400000e+03,1.720000e-02
2.100000e+03,3.900000e-03
3.500000e+03,5.650000e-04
7.000000e+03,8.520000e-05
