N6+ + H(1s) --> N5+(n=4,l=0) + H+
X = Energy (eV),Y = Cross section (cm2)
1.400000e+01,7.200000e+00
7.000000e+01,3.300000e+00
9.800000e+01,2.210000e+00
1.400000e+02,1.210000e+00
3.500000e+02,2.830000e-01
6.300000e+02,1.050000e-01
1.260000e+03,4.370000e-02
1.400000e+03,4.120000e-02
2.100000e+03,1.910000e-02
3.500000e+03,2.160000e-03
7.000000e+03,2.140000e-04
