N6+ + H(1s) --> N5+(n=11,l=4) + H+
X = Energy (eV),Y = Cross section (cm2)
1.400000e+01,2.770000e-02
7.000000e+01,1.050000e-03
9.800000e+01,3.260000e-03
1.400000e+02,3.730000e-03
3.500000e+02,4.240000e-02
6.300000e+02,2.390000e-01
1.260000e+03,1.380000e-01
1.400000e+03,1.000000e-01
2.100000e+03,3.070000e-02
3.500000e+03,3.070000e-03
7.000000e+03,2.700000e-05
