N6+ + H(1s) --> N5+(n=10,l=3) + H+
X = Energy (eV),Y = Cross section (cm2)
1.400000e+01,9.830000e-03
7.000000e+01,7.290000e-03
9.800000e+01,1.060000e-02
1.400000e+02,5.200000e-03
3.500000e+02,3.720000e-02
6.300000e+02,1.700000e-01
1.260000e+03,1.410000e-01
1.400000e+03,9.680000e-02
2.100000e+03,2.990000e-02
3.500000e+03,4.280000e-03
7.000000e+03,7.920000e-05
