X,Y
1.4090,5.13E+5
1.0000,1.16E+6
1.8120,1.43E+6
1.8120,1.19E+6
1.5000,1.95E+6
1.4530,1.41E+6
1.4090,1.53E+6
1.4530,2.11E+6
2.0000,1.11E+6
2.0060,1.10E+6
2.0060,1.21E+6
2.2070,9.44E+5
2.2070,1.04E+6
3.0000,4.69E+5
4.0000,2.23E+5
5.0000,1.26E+5
6.0000,7.88E+4
8.0000,3.79E+4
8.3580,3.39E+4
8.3580,9.09E+4
9.7510,1.00E+5
9.7510,8.35E+4
9.2640,6.88E+4
9.2640,9.59E+4
10.0000,9.34E+4
15.0000,3.13E+4
20.0000,1.45E+4
30.0000,4.93E+3
40.0000,2.32E+3
49.1320,1.37E+3
50.0000,1.31E+3
57.4900,9.19E+2
57.4900,4.67E+3
60.0000,4.14E+3
80.0000,1.87E+3
100.0000,1.02E+3
150.0000,3.50E+2
200.0000,1.74E+2
300.0000,7.34E+1
400.0000,4.49E+1
500.0000,3.29E+1
600.0000,2.65E+1
800.0000,2.01E+1
1000.0000,1.68E+1
