X,Y
953.9,0.016912983
1000,0.0142383083
3000,0.000209904473
5000,2.66733714E-05
7000,6.67058577E-06
10000,1.50343629E-06
20000,7.87497714E-08
30000,1.36321936E-08
40000,3.88414179E-09
50000,1.45826069E-09
