He2+ + H(1s) --> He+(4d) + H+
X = Energy (eV),Y = Cross section (cm2)
4.000000e+03,1.060000e-19
8.000000e+03,7.970000e-19
1.200000e+04,9.900000e-19
1.600000e+04,2.340000e-18
2.000000e+04,3.780000e-18
2.800000e+04,4.500000e-18
4.000000e+04,3.600000e-18
6.000000e+04,5.940000e-18
8.000000e+04,7.160000e-18
1.000000e+05,8.520000e-18
1.200000e+05,8.380000e-18
1.400000e+05,8.210000e-18
1.600000e+05,7.660000e-18
1.800000e+05,6.300000e-18
2.000000e+05,5.040000e-18
2.200000e+05,4.150000e-18
2.520000e+05,3.020000e-18
3.000000e+05,1.690000e-18
3.600000e+05,1.040000e-18
4.000000e+05,7.410000e-19
4.400000e+05,4.830000e-19
5.200000e+05,1.940000e-19
6.000000e+05,8.210000e-20
6.800000e+05,4.220000e-20
8.000000e+05,2.750000e-20
1.200000e+06,4.240000e-21
1.600000e+06,8.490000e-22
