He1- + H2 --> He
X = Energy (eV),Y = Cross section (cm2)
2.000000e+05,1.020000e-15
3.000000e+05,6.350000e-16
4.000000e+05,5.200000e-16
4.520000e+05,4.780000e-16
5.000000e+05,4.190000e-16
6.000000e+05,4.080000e-16
7.000000e+05,3.720000e-16
8.000000e+05,3.470000e-16
9.000000e+05,3.240000e-16
1.000000e+06,3.170000e-16
1.100000e+06,2.920000e-16
1.300000e+06,2.480000e-16
1.500000e+06,2.230000e-16
1.800000e+06,1.980000e-16
2.000000e+06,1.740000e-16
2.500000e+06,1.460000e-16
3.000000e+06,1.240000e-16
