He+ + CO2 --> He + CO2+
X = Energy (eV),Y = Cross section (cm2)
1.824000e+02,2.670000e-15
2.188000e+02,2.470000e-15
2.556000e+02,2.310000e-15
3.164000e+02,2.120000e-15
3.892000e+02,1.980000e-15
4.760000e+02,1.850000e-15
5.480000e+02,1.750000e-15
6.680000e+02,1.630000e-15
8.040000e+02,1.530000e-15
9.480000e+02,1.440000e-15
1.120000e+03,1.350000e-15
1.288000e+03,1.270000e-15
1.520000e+03,1.190000e-15
1.752000e+03,1.130000e-15
1.996000e+03,1.070000e-15
2.200000e+03,1.030000e-15
2.468000e+03,9.820000e-16
2.724000e+03,9.450000e-16
3.016000e+03,9.030000e-16
3.236000e+03,8.770000e-16
3.504000e+03,8.500000e-16
3.808000e+03,8.190000e-16
4.120000e+03,7.870000e-16
4.520000e+03,7.550000e-16
5.000000e+03,7.240000e-16
