X,Y
0.62,0.518E-18
0.58,0.175E-18
0.96,0.767E-16
0.92,0.601E-16
0.88,0.429E-16
0.84,0.278E-16
0.82,0.216E-16
0.78,0.124E-16
0.76,0.891E-17
0.72,0.451E-17
0.68,0.209E-17
0.66,0.132E-17
1.32,0.907E-17
1.56,0.833E-16
1.60,0.756E-16
1.52,0.858E-16
1.64,0.647E-16
1.68,0.529E-16
1.72,0.417E-16
1.80,0.243E-16
1.84,0.181E-16
1.88,0.133E-16
1.96,0.668E-17
1.98,0.556E-17
1.48,0.813E-16
1.44,0.688E-16
1.40,0.497E-16
1.36,0.277E-16
1.28,0.219E-18
1.24,0.466E-17
1.20,0.216E-16
1.16,0.462E-16
1.12,0.712E-16
1.08,0.891E-16
1.04,0.953E-16
1.0,0.899E-16
2.00,0.451E-17
2.04,0.293E-17
2.08,0.184E-17
2.12,0.113E-17
