X,Y
10,1.94700195767851E-10
100,2.43827478007083E-10
500,2.48753119798171E-10
1000,2.49375780599365E-10
5000,2.49875031244792E-10
10000,2.49937507811849E-10
15000,2.49958336805363E-10
20000,2.49968751953044E-10
30000,2.49979167534698E-10
41000,2.49984756562305E-10
