id_number,B201220914
categorize,Collision Processes
collision_data_categorize,Cross Section
collision_process,Ionization
sub_process,Total
collision_type,Heavy Particle Impact
Theory_Experiment_Recommendation,Experimental Data
reaction_formula,He+ + N2
reference_number,2012001238
author,W. S. Melo### A. C. F. Santos### M. M. Santanna### G. M. Sigaud### E. C. Montenegro
title_of_record,Dissociative and non-dissociative ionization of the N2 molecule by the impact of 0.75-3.5 MeV He+
journal_name,J. Phys. B
volume_and_issue_No,39
page_number,3519
date_of_publication,2006
