specie,id_number,categorize,collision_data_categorize,collision_type,collision_process,sub_process,Process,QDB Process,Original X Unit,Original Y Unit,Theory_Experiment_Recommendation,reaction_formula,reference_number,author,title_of_record,journal_name,volume_and_issue_No,page_number,date_of_publication
C,B201866599,Collision Processes,Cross Section,Heavy Particle Impact,Charge Transfer,Single,Charge Transfer; Single,HCX, eV, cm2,Recommended Data,H(1s) + C5+ -> H1+ + C4+,2018000196,J. W. Gallagher###  B. H. Bransden### and  R. K. Janev,Evaluated Theoretical Cross Section Data for Charge Exchange of Multiply Charged Ions with Atoms. II. Hydrogen Atom‐Partially Stripped Ion Systems ,J. Phys. Chem. Ref. Data,12,873,1983
C,B201866600,Collision Processes,Cross Section,Heavy Particle Impact,Charge Transfer,Single,Charge Transfer; Single,HCX, eV, cm2,Recommended Data,H(1s) + C5+ -> H1+ + C4+,2018000196,J. W. Gallagher###  B. H. Bransden### and  R. K. Janev,Evaluated Theoretical Cross Section Data for Charge Exchange of Multiply Charged Ions with Atoms. II. Hydrogen Atom‐Partially Stripped Ion Systems ,J. Phys. Chem. Ref. Data,12,873,1983
C,B201868189,Collision Processes,Cross Section,Heavy Particle Impact,Charge Transfer,Single,Charge Transfer; Single,HCX, eV, cm2,Theoretical Data,H1+ + C5+ -> H(1s1) + C6+,2018000252,Mohan Lal### A N Tripathi and M K Srivastava,Charge-transfer cross sections for protons colliding with hydrogenic ions I,J. Phys. B: At. Mol. Opt. Phys.,11,4249,1978
C,B201878325,Collision Processes,Cross Section,Photon Impact,Detachment,Detachment,Detachment; Detachment,, eV, cm2,Experimental Data,"hv + C1-(1s2s22p3###4S0) -> C1+(2l2""2l'') + e",2018000501,C. W. Walter### N. D. Gibson### R. C. Bilodeau### N. Berrah### J. D. Bozek### G. D. Ackerman### and A. Aguilar,Shape resonance in K-shell photodetachment from C,PHYSICAL REVIEW A,73,62702,2006
C,B201878543,Collision Processes,Rate Coefficient,Photon Impact,Ionization,Single,Ionization; Single,, K, cm3/s,Recommended Data,hv + C -> C1+ + e,2018000094,J. Woodall### M. Agúndez### A. J. Markwick-Kemper### and T. J. Millar,The UMIST database for astrochemistry 2006 ,Astronomy & Astrophysics,466,1197,2007
C,B201878544,Collision Processes,Rate Coefficient,Photon Impact,Detachment,Detachment,Detachment; Detachment,, K, cm3/s,Recommended Data,hv + C1- -> C + e,2018000094,J. Woodall### M. Agúndez### A. J. Markwick-Kemper### and T. J. Millar,The UMIST database for astrochemistry 2006 ,Astronomy & Astrophysics,466,1197,2007
C,B201878768,Collision Processes,Rate Coefficient,Photon Impact,Ionization,Single,Ionization; Single,, K, cm3/s,Theoretical Data,hv + C1+ -> C,2018000542,D. A.VERNER### G. J. FERLAND### AND K. T. KORISTA AND D. G. YAKOVLEV,ATOMIC DATA FOR ASTROPHYSICS. II. NEW ANALYTIC FITS FOR PHOTOIONIZATION CROSS SECTIONS OF ATOMS AND IONS,THE ASTROPHYSICAL JOURNAL,465,487,1996
C,B201878769,Collision Processes,Rate Coefficient,Photon Impact,Ionization,Single,Ionization; Single,, K, cm3/s,Theoretical Data,hv + C2+ -> C1+,2018000542,D. A.VERNER### G. J. FERLAND### AND K. T. KORISTA AND D. G. YAKOVLEV,ATOMIC DATA FOR ASTROPHYSICS. II. NEW ANALYTIC FITS FOR PHOTOIONIZATION CROSS SECTIONS OF ATOMS AND IONS,THE ASTROPHYSICAL JOURNAL,465,487,1996
C,B201878770,Collision Processes,Rate Coefficient,Photon Impact,Ionization,Single,Ionization; Single,, K, cm3/s,Theoretical Data,hv + C3+ -> C2+,2018000542,D. A.VERNER### G. J. FERLAND### AND K. T. KORISTA AND D. G. YAKOVLEV,ATOMIC DATA FOR ASTROPHYSICS. II. NEW ANALYTIC FITS FOR PHOTOIONIZATION CROSS SECTIONS OF ATOMS AND IONS,THE ASTROPHYSICAL JOURNAL,465,487,1996
C,B201878771,Collision Processes,Rate Coefficient,Photon Impact,Ionization,Single,Ionization; Single,, K, cm3/s,Theoretical Data,hv + C4+ -> C3+,2018000542,D. A.VERNER### G. J. FERLAND### AND K. T. KORISTA AND D. G. YAKOVLEV,ATOMIC DATA FOR ASTROPHYSICS. II. NEW ANALYTIC FITS FOR PHOTOIONIZATION CROSS SECTIONS OF ATOMS AND IONS,THE ASTROPHYSICAL JOURNAL,465,487,1996
C,B201878772,Collision Processes,Rate Coefficient,Photon Impact,Ionization,Single,Ionization; Single,, K, cm3/s,Theoretical Data,hv + C5+ -> C4+,2018000542,D. A.VERNER### G. J. FERLAND### AND K. T. KORISTA AND D. G. YAKOVLEV,ATOMIC DATA FOR ASTROPHYSICS. II. NEW ANALYTIC FITS FOR PHOTOIONIZATION CROSS SECTIONS OF ATOMS AND IONS,THE ASTROPHYSICAL JOURNAL,465,487,1996
C,B201878773,Collision Processes,Rate Coefficient,Photon Impact,Ionization,Single,Ionization; Single,, K, cm3/s,Theoretical Data,hv + C6+ -> C5+,2018000542,D. A.VERNER### G. J. FERLAND### AND K. T. KORISTA AND D. G. YAKOVLEV,ATOMIC DATA FOR ASTROPHYSICS. II. NEW ANALYTIC FITS FOR PHOTOIONIZATION CROSS SECTIONS OF ATOMS AND IONS,THE ASTROPHYSICAL JOURNAL,465,487,1996
C,B201879315,Collision Processes,Cross Section,Photon Impact,Ionization,Total,Ionization; Total,, eV, cm2,Theoretical Data,hv + C3+(2s###2S) -> C4+,2018000560,Martin B. Hidalgo ,Photo-Ionization Cross-Sections for Ions of Carbon### Nitrogen### Oxygen### and Neon  ,The Astrophysical Journal,153,981,1968
C,B201879316,Collision Processes,Cross Section,Photon Impact,Ionization,Total,Ionization; Total,, eV, cm2,Theoretical Data,hv + C3+(2s###2S) -> C4+,2018000560,Martin B. Hidalgo ,Photo-Ionization Cross-Sections for Ions of Carbon### Nitrogen### Oxygen### and Neon  ,The Astrophysical Journal,153,981,1968
C,B201879322,Collision Processes,Cross Section,Photon Impact,Ionization,Total,Ionization; Total,, eV, cm2,Theoretical Data,hv + C3+(2p###2P) -> C4+,2018000560,Martin B. Hidalgo ,Photo-Ionization Cross-Sections for Ions of Carbon### Nitrogen### Oxygen### and Neon  ,The Astrophysical Journal,153,981,1968
C,B201879323,Collision Processes,Cross Section,Photon Impact,Ionization,Total,Ionization; Total,, eV, cm2,Theoretical Data,hv + C3+(2p###2P) -> C4+,2018000560,Martin B. Hidalgo ,Photo-Ionization Cross-Sections for Ions of Carbon### Nitrogen### Oxygen### and Neon  ,The Astrophysical Journal,153,981,1968
C,B201879327,Collision Processes,Cross Section,Photon Impact,Ionization,Total,Ionization; Total,, eV, cm2,Theoretical Data,hv + C2+(2s2###1S) -> C3+,2018000560,Martin B. Hidalgo ,Photo-Ionization Cross-Sections for Ions of Carbon### Nitrogen### Oxygen### and Neon  ,The Astrophysical Journal,153,981,1968
C,B201879331,Collision Processes,Cross Section,Photon Impact,Ionization,Total,Ionization; Total,, eV, cm2,Theoretical Data,hv + C2+(2s2(2S)2p###3P) -> C3+,2018000560,Martin B. Hidalgo ,Photo-Ionization Cross-Sections for Ions of Carbon### Nitrogen### Oxygen### and Neon  ,The Astrophysical Journal,153,981,1968
C,B201879334,Collision Processes,Cross Section,Photon Impact,Ionization,Total,Ionization; Total,, eV, cm2,Theoretical Data,hv + C2+(2s2(2S)2p###1P) -> C3+,2018000560,Martin B. Hidalgo ,Photo-Ionization Cross-Sections for Ions of Carbon### Nitrogen### Oxygen### and Neon  ,The Astrophysical Journal,153,981,1968
C,B201879336,Collision Processes,Cross Section,Photon Impact,Ionization,Total,Ionization; Total,, eV, cm2,Theoretical Data,hv + C3+(3s###2S) -> C4+,2018000560,Martin B. Hidalgo ,Photo-Ionization Cross-Sections for Ions of Carbon### Nitrogen### Oxygen### and Neon  ,The Astrophysical Journal,153,981,1968
C,B201879337,Collision Processes,Cross Section,Photon Impact,Ionization,Total,Ionization; Total,, eV, cm2,Theoretical Data,hv + C3+(3s###2S) -> C4+,2018000560,Martin B. Hidalgo ,Photo-Ionization Cross-Sections for Ions of Carbon### Nitrogen### Oxygen### and Neon  ,The Astrophysical Journal,153,981,1968
C,B201880987,Collision Processes,Cross Section,Photon Impact,Scattering,Total,Scattering; Total,, eV, cm2,Recommended Data,hv + C,2018000608,Lellery Storm### Harvey I. Israel,Photon cross sections from 1 keV to 100 MeV for elements Z=1 to Z=100,Atomic Data and Nuclear Data Tables,A7,565,1970
C,B201881092,Collision Processes,Cross Section,Photon Impact,Scattering,Total,Scattering; Total,, eV, cm2,Theoretical Data,hv + C,2018000609,Wm.J. Veigele,Photon cross sections from 0.1 keV to 1 MeV for elements Z = 1 to Z = 94,Atomic Data and Nuclear Data Tables,5,51,1973
C,B201881093,Collision Processes,Cross Section,Photon Impact,Scattering,Total,Scattering; Total,, eV, cm2,Recommended Data,hv + C,2018000609,Wm.J. Veigele,Photon cross sections from 0.1 keV to 1 MeV for elements Z = 1 to Z = 94,Atomic Data and Nuclear Data Tables,5,51,1973
C+2,B201208772,Collision Processes,Cross Section,Heavy Particle Impact,Excitation,Quenching,Excitation; Quenching,HEX, eV, cm2,Experimental Data,CH4 + C2(d3Πg) -> CH4 + C2(X1Σ+g),2012000522,Hailing Wang### Zhiqiang Zhu### Shaohua Zhang### Linsen Pei### Yang Chen,Time-resolved kinetic studies on quenching of C2 (d3∏g) by alkanes and substituted methane molecules,Chem. Phys. Lett.,407,217,2005
C+2,B201208773,Collision Processes,Cross Section,Heavy Particle Impact,Excitation,Quenching,Excitation; Quenching,HEX, eV, cm2,Experimental Data,C2H6 + C2(d3Πg) -> C2H6 + C2(X1Σ+g),2012000522,Hailing Wang### Zhiqiang Zhu### Shaohua Zhang### Linsen Pei### Yang Chen,Time-resolved kinetic studies on quenching of C2 (d3∏g) by alkanes and substituted methane molecules,Chem. Phys. Lett.,407,217,2005
C+2,B201208774,Collision Processes,Cross Section,Heavy Particle Impact,Excitation,Quenching,Excitation; Quenching,HEX, eV, cm2,Experimental Data,C3H8 + C2(d3Πg) -> C3H8 + C2(X1Σ+g),2012000522,Hailing Wang### Zhiqiang Zhu### Shaohua Zhang### Linsen Pei### Yang Chen,Time-resolved kinetic studies on quenching of C2 (d3∏g) by alkanes and substituted methane molecules,Chem. Phys. Lett.,407,217,2005
C+2,B201208775,Collision Processes,Cross Section,Heavy Particle Impact,Excitation,Quenching,Excitation; Quenching,HEX, eV, cm2,Experimental Data,n-C4H10 + C2(d3Πg) -> n-C4H10 + C2(X1Σ+g),2012000522,Hailing Wang### Zhiqiang Zhu### Shaohua Zhang### Linsen Pei### Yang Chen,Time-resolved kinetic studies on quenching of C2 (d3∏g) by alkanes and substituted methane molecules,Chem. Phys. Lett.,407,217,2005
C+2,B201208776,Collision Processes,Cross Section,Heavy Particle Impact,Excitation,Quenching,Excitation; Quenching,HEX, eV, cm2,Experimental Data,i-C4H10 + C2(d3Πg) -> i-C4H10 + C2(X1Σ+g),2012000522,Hailing Wang### Zhiqiang Zhu### Shaohua Zhang### Linsen Pei### Yang Chen,Time-resolved kinetic studies on quenching of C2 (d3∏g) by alkanes and substituted methane molecules,Chem. Phys. Lett.,407,217,2005
C+2,B201208777,Collision Processes,Cross Section,Heavy Particle Impact,Excitation,Quenching,Excitation; Quenching,HEX, eV, cm2,Experimental Data,n-C5H12 + C2(d3Πg) -> n-C5H12 + C2(X1Σ+g),2012000522,Hailing Wang### Zhiqiang Zhu### Shaohua Zhang### Linsen Pei### Yang Chen,Time-resolved kinetic studies on quenching of C2 (d3∏g) by alkanes and substituted methane molecules,Chem. Phys. Lett.,407,217,2005
C+2,B201208778,Collision Processes,Cross Section,Heavy Particle Impact,Excitation,Quenching,Excitation; Quenching,HEX, eV, cm2,Experimental Data,n-C6H14 + C2(d3Πg) -> n-C6H14 + C2(X1Σ+g),2012000522,Hailing Wang### Zhiqiang Zhu### Shaohua Zhang### Linsen Pei### Yang Chen,Time-resolved kinetic studies on quenching of C2 (d3∏g) by alkanes and substituted methane molecules,Chem. Phys. Lett.,407,217,2005
C+2,B201208779,Collision Processes,Cross Section,Heavy Particle Impact,Excitation,Quenching,Excitation; Quenching,HEX, eV, cm2,Experimental Data,n-C7H16 + C2(d3Πg) -> n-C7H16 + C2(X1Σ+g),2012000522,Hailing Wang### Zhiqiang Zhu### Shaohua Zhang### Linsen Pei### Yang Chen,Time-resolved kinetic studies on quenching of C2 (d3∏g) by alkanes and substituted methane molecules,Chem. Phys. Lett.,407,217,2005
C+2,B201208780,Collision Processes,Cross Section,Heavy Particle Impact,Excitation,Quenching,Excitation; Quenching,HEX, eV, cm2,Experimental Data,n-C8H18 + C2(d3Πg) -> n-C8H18 + C2(X1Σ+g),2012000522,Hailing Wang### Zhiqiang Zhu### Shaohua Zhang### Linsen Pei### Yang Chen,Time-resolved kinetic studies on quenching of C2 (d3∏g) by alkanes and substituted methane molecules,Chem. Phys. Lett.,407,217,2005
C+2,B201208781,Collision Processes,Cross Section,Heavy Particle Impact,Excitation,Quenching,Excitation; Quenching,HEX, eV, cm2,Experimental Data,CH2Cl2 + C2(d3Πg) -> CH2Cl2 + C2(X1Σ+g),2012000522,Hailing Wang### Zhiqiang Zhu### Shaohua Zhang### Linsen Pei### Yang Chen,Time-resolved kinetic studies on quenching of C2 (d3∏g) by alkanes and substituted methane molecules,Chem. Phys. Lett.,407,217,2005
C+2,B201208782,Collision Processes,Cross Section,Heavy Particle Impact,Excitation,Quenching,Excitation; Quenching,HEX, eV, cm2,Experimental Data,CHCl3 + C2(d3Πg) -> CHCl3 + C2(X1Σ+g),2012000522,Hailing Wang### Zhiqiang Zhu### Shaohua Zhang### Linsen Pei### Yang Chen,Time-resolved kinetic studies on quenching of C2 (d3∏g) by alkanes and substituted methane molecules,Chem. Phys. Lett.,407,217,2005
C+2,B201208783,Collision Processes,Cross Section,Heavy Particle Impact,Excitation,Quenching,Excitation; Quenching,HEX, eV, cm2,Experimental Data,CCl4 + C2(d3Πg) -> CCl4 + C2(X1Σ+g),2012000522,Hailing Wang### Zhiqiang Zhu### Shaohua Zhang### Linsen Pei### Yang Chen,Time-resolved kinetic studies on quenching of C2 (d3∏g) by alkanes and substituted methane molecules,Chem. Phys. Lett.,407,217,2005
C+2,B201221818,Collision Processes,Rate Coefficient,Heavy Particle Impact,Excitation,Rotational,Excitation; Rotational,HEX, K, cm3/s,Theoretical Data,H2 + C2(j=2) -> H2 + C2(j'=0),2012001284,H. Lavendy### J.M. Robbe### G. Chambaud### .B. Levy### E. Roueff,Theoretical determination of the intermolecular potentials of the C2-H2 system. Application to the collisional deexcitation of C2 in collisions with H2,Astron. Astrophys.,251,365,1991
C+2,B201221819,Collision Processes,Rate Coefficient,Heavy Particle Impact,Excitation,Rotational,Excitation; Rotational,HEX, K, cm3/s,Theoretical Data,H2 + C2(j=4) -> H2 + C2(j'=2),2012001284,H. Lavendy### J.M. Robbe### G. Chambaud### .B. Levy### E. Roueff,Theoretical determination of the intermolecular potentials of the C2-H2 system. Application to the collisional deexcitation of C2 in collisions with H2,Astron. Astrophys.,251,365,1991
C+2,B201221820,Collision Processes,Rate Coefficient,Heavy Particle Impact,Excitation,Rotational,Excitation; Rotational,HEX, K, cm3/s,Theoretical Data,H2 + C2(j=6) -> H2 + C2(j'=4),2012001284,H. Lavendy### J.M. Robbe### G. Chambaud### .B. Levy### E. Roueff,Theoretical determination of the intermolecular potentials of the C2-H2 system. Application to the collisional deexcitation of C2 in collisions with H2,Astron. Astrophys.,251,365,1991
C+2,B201221821,Collision Processes,Rate Coefficient,Heavy Particle Impact,Excitation,Rotational,Excitation; Rotational,HEX, K, cm3/s,Theoretical Data,H2 + C2(j=8) -> H2 + C2(j'=6),2012001284,H. Lavendy### J.M. Robbe### G. Chambaud### .B. Levy### E. Roueff,Theoretical determination of the intermolecular potentials of the C2-H2 system. Application to the collisional deexcitation of C2 in collisions with H2,Astron. Astrophys.,251,365,1991
C+2,B201221822,Collision Processes,Rate Coefficient,Heavy Particle Impact,Excitation,Rotational,Excitation; Rotational,HEX, K, cm3/s,Theoretical Data,H2 + C2(j=10) -> H2 + C2(j'=8),2012001284,H. Lavendy### J.M. Robbe### G. Chambaud### .B. Levy### E. Roueff,Theoretical determination of the intermolecular potentials of the C2-H2 system. Application to the collisional deexcitation of C2 in collisions with H2,Astron. Astrophys.,251,365,1991
C+2,B201221823,Collision Processes,Rate Coefficient,Heavy Particle Impact,Excitation,Rotational,Excitation; Rotational,HEX, K, cm3/s,Theoretical Data,H2 + C2(j=12) -> H2 + C2(j'=10),2012001284,H. Lavendy### J.M. Robbe### G. Chambaud### .B. Levy### E. Roueff,Theoretical determination of the intermolecular potentials of the C2-H2 system. Application to the collisional deexcitation of C2 in collisions with H2,Astron. Astrophys.,251,365,1991
C+2,B201221824,Collision Processes,Rate Coefficient,Heavy Particle Impact,Excitation,Rotational,Excitation; Rotational,HEX, K, cm3/s,Theoretical Data,H2 + C2(j=14) -> H2 + C2(j'=12),2012001284,H. Lavendy### J.M. Robbe### G. Chambaud### .B. Levy### E. Roueff,Theoretical determination of the intermolecular potentials of the C2-H2 system. Application to the collisional deexcitation of C2 in collisions with H2,Astron. Astrophys.,251,365,1991
C+2,B201221825,Collision Processes,Rate Coefficient,Heavy Particle Impact,Excitation,Rotational,Excitation; Rotational,HEX, K, cm3/s,Theoretical Data,H2 + C2(j=16) -> H2 + C2(j'=14),2012001284,H. Lavendy### J.M. Robbe### G. Chambaud### .B. Levy### E. Roueff,Theoretical determination of the intermolecular potentials of the C2-H2 system. Application to the collisional deexcitation of C2 in collisions with H2,Astron. Astrophys.,251,365,1991
C+2,B201221826,Collision Processes,Rate Coefficient,Heavy Particle Impact,Excitation,Rotational,Excitation; Rotational,HEX, K, cm3/s,Theoretical Data,H2 + C2(j=18) -> H2 + C2(j'=16),2012001284,H. Lavendy### J.M. Robbe### G. Chambaud### .B. Levy### E. Roueff,Theoretical determination of the intermolecular potentials of the C2-H2 system. Application to the collisional deexcitation of C2 in collisions with H2,Astron. Astrophys.,251,365,1991
C+2,B201221827,Collision Processes,Rate Coefficient,Heavy Particle Impact,Excitation,Rotational,Excitation; Rotational,HEX, K, cm3/s,Theoretical Data,He + C2(X1Σ+### j=2) -> He + C2(X1Σ+### j'=0),2012001285,J.M. Robbe### H. Lavendy### D. Lemoine### B. Pouilly,Theoretical study of the deexcitation of C2 in collisions with helium,Astron. Astrophys.,256,679,1992
C+2,B201221828,Collision Processes,Rate Coefficient,Heavy Particle Impact,Excitation,Rotational,Excitation; Rotational,HEX, K, cm3/s,Theoretical Data,H2 + C2(X1Σ+### j=2) -> H2 + C2(X1Σ+### j'=0),2012001285,J.M. Robbe### H. Lavendy### D. Lemoine### B. Pouilly,Theoretical study of the deexcitation of C2 in collisions with helium,Astron. Astrophys.,256,679,1992
C+2,B201221829,Collision Processes,Rate Coefficient,Heavy Particle Impact,Excitation,Rotational,Excitation; Rotational,HEX, K, cm3/s,Theoretical Data,He + C2(X1Σ+### j=4) -> He + C2(X1Σ+### j'=2),2012001285,J.M. Robbe### H. Lavendy### D. Lemoine### B. Pouilly,Theoretical study of the deexcitation of C2 in collisions with helium,Astron. Astrophys.,256,679,1992
C+2,B201221830,Collision Processes,Rate Coefficient,Heavy Particle Impact,Excitation,Rotational,Excitation; Rotational,HEX, K, cm3/s,Theoretical Data,H2 + C2(X1Σ+### j=4) -> H2 + C2(X1Σ+### j'=2),2012001285,J.M. Robbe### H. Lavendy### D. Lemoine### B. Pouilly,Theoretical study of the deexcitation of C2 in collisions with helium,Astron. Astrophys.,256,679,1992
C+2,B201221831,Collision Processes,Rate Coefficient,Heavy Particle Impact,Excitation,Rotational,Excitation; Rotational,HEX, K, cm3/s,Theoretical Data,He + C2(X1Σ+### j=6) -> He + C2(X1Σ+### j'=4),2012001285,J.M. Robbe### H. Lavendy### D. Lemoine### B. Pouilly,Theoretical study of the deexcitation of C2 in collisions with helium,Astron. Astrophys.,256,679,1992
C+2,B201221832,Collision Processes,Rate Coefficient,Heavy Particle Impact,Excitation,Rotational,Excitation; Rotational,HEX, K, cm3/s,Theoretical Data,H2 + C2(X1Σ+### j=6) -> H2 + C2(X1Σ+### j'=4),2012001285,J.M. Robbe### H. Lavendy### D. Lemoine### B. Pouilly,Theoretical study of the deexcitation of C2 in collisions with helium,Astron. Astrophys.,256,679,1992
