H+ + H --> H + H+
X = Energy (eV),Y = Cross section (cm2)
3.000000e+03,1.200000e-15
3.500000e+03,1.200000e-15
4.000000e+03,1.200000e-15
4.500000e+03,1.250000e-15
5.000000e+03,1.150000e-15
5.500000e+03,1.000000e-15
6.000000e+03,1.050000e-15
7.000000e+03,1.030000e-15
8.000000e+03,9.500000e-16
9.000000e+03,8.300000e-16
1.000000e+04,9.400000e-16
1.050000e+04,9.000000e-16
1.200000e+04,7.900000e-16
1.400000e+04,6.900000e-16
1.700000e+04,5.900000e-16
2.000000e+04,5.000000e-16
2.400000e+04,4.700000e-16
2.800000e+04,3.400000e-16
3.200000e+04,2.700000e-16
3.700000e+04,2.100000e-16
4.000000e+04,1.600000e-16
4.500000e+04,1.350000e-16
5.000000e+04,9.400000e-17
5.500000e+04,7.300000e-17
6.000000e+04,5.800000e-17
6.500000e+04,4.400000e-17
7.000000e+04,3.700000e-17
