H+ + Cu(4s) --> H + Cu+
X = Energy (eV),Y = Cross section (cm2)
7.000000e+04,1.430000e-16
8.000000e+04,1.030000e-16
9.000000e+04,9.100000e-17
1.060000e+05,7.400000e-17
1.260000e+05,5.500000e-17
1.500000e+05,3.700000e-17
1.800000e+05,2.400000e-17
2.160000e+05,1.640000e-17
2.500000e+05,1.280000e-17
3.000000e+05,8.000000e-18
3.500000e+05,5.100000e-18
4.200000e+05,3.000000e-18
5.000000e+05,1.590000e-18
6.000000e+05,1.080000e-18
7.200000e+05,5.900000e-19
