H+ + C --> H + C+
X = Energy (eV),Y = Cross section (cm2)
1.075600e-04,1.624300e-19
5.377800e-04,5.600500e-20
7.529000e-04,5.330900e-20
8.066800e-04,6.374700e-20
8.604500e-04,6.184000e-20
9.680100e-04,4.511500e-20
1.075600e-03,3.703200e-20
1.613400e-03,2.491500e-20
2.043600e-03,6.850000e-20
2.151100e-03,7.546300e-19
2.258700e-03,7.540000e-20
2.688900e-03,1.976500e-20
3.226700e-03,1.563800e-20
4.302300e-03,1.503000e-20
4.840100e-03,3.368900e-20
5.377800e-03,1.489400e-20
6.453400e-03,1.133200e-20
6.991200e-03,1.442100e-20
7.529000e-03,1.105900e-20
8.066800e-03,9.977100e-21
9.142300e-03,1.061400e-20
9.680100e-03,1.004800e-20
1.075600e-02,1.163700e-20
5.000000e-02,4.239700e-21
9.000000e-02,3.093300e-21
1.075600e-01,2.960000e-21
2.151100e-01,2.590000e-21
3.226700e-01,2.400000e-21
4.302300e-01,2.300000e-21
5.377800e-01,2.200000e-21
6.453400e-01,2.190000e-21
7.529000e-01,2.180000e-21
8.604600e-01,2.180000e-21
9.680100e-01,2.190000e-21
1.075600e+00,2.200000e-21
2.151100e+00,2.400000e-21
3.226700e+00,2.700000e-21
4.302300e+00,3.600000e-21
5.377800e+00,5.470000e-21
6.453400e+00,8.070000e-21
7.529000e+00,1.170000e-20
8.604600e+00,1.650000e-20
9.680100e+00,2.260000e-20
1.075600e+01,3.040000e-20
2.151100e+01,2.055700e-19
3.226700e+01,6.187800e-19
4.302300e+01,1.315800e-18
5.377800e+01,2.314800e-18
6.453400e+01,3.627100e-18
7.529000e+01,5.287200e-18
8.604600e+01,7.368100e-18
9.680100e+01,9.973800e-18
1.075600e+02,1.321600e-17
2.151100e+02,8.797400e-17
3.226700e+02,2.046600e-16
4.302300e+02,3.176800e-16
5.377800e+02,4.159000e-16
6.453400e+02,5.005600e-16
7.529000e+02,5.742800e-16
8.604600e+02,6.389300e-16
9.680100e+02,6.957900e-16
1.075600e+03,7.458600e-16
2.151100e+03,1.023300e-15
3.226700e+03,1.127600e-15
4.302300e+03,1.171900e-15
5.377800e+03,1.186800e-15
6.453400e+03,1.184300e-15
7.529000e+03,1.170300e-15
8.604600e+03,1.148200e-15
9.680100e+03,1.120300e-15
1.075600e+04,1.088100e-15
2.151100e+04,7.183500e-16
3.226700e+04,4.526600e-16
4.302300e+04,2.971500e-16
5.377800e+04,2.053500e-16
6.453400e+04,1.483900e-16
7.529000e+04,1.111700e-16
8.604600e+04,8.570500e-17
9.680100e+04,6.759800e-17
1.075600e+05,5.430200e-17
2.151100e+05,1.022500e-17
3.226700e+05,2.891700e-18
4.302300e+05,1.013900e-18
5.377800e+05,4.190700e-19
6.453400e+05,1.970000e-19
7.529000e+05,1.024200e-19
8.604600e+05,5.767800e-20
9.680100e+05,3.464700e-20
1.075600e+06,2.195300e-20
2.151100e+06,1.408700e-21
