H1- + H --> H
X = Energy (eV),Y = Cross section (cm2)
4.000000e+01,8.000000e-15
6.000000e+01,7.500000e-15
7.000000e+01,5.900000e-15
8.000000e+01,5.200000e-15
9.000000e+01,4.900000e-15
1.000000e+02,5.400000e-15
1.200000e+02,5.800000e-15
1.700000e+02,5.000000e-15
2.000000e+02,4.200000e-15
3.000000e+02,3.700000e-15
4.000000e+02,3.400000e-15
5.000000e+02,2.900000e-15
6.000000e+02,2.700000e-15
7.500000e+02,2.700000e-15
8.500000e+02,2.000000e-15
1.000000e+03,2.300000e-15
1.450000e+03,1.600000e-15
2.000000e+03,9.800000e-16
2.500000e+03,7.400000e-16
3.000000e+03,6.000000e-16
3.500000e+03,5.000000e-16
4.000000e+03,3.800000e-16
4.500000e+03,3.400000e-16
5.000000e+03,2.900000e-16
7.000000e+03,1.100000e-16
8.500000e+03,4.300000e-17
