H+(3p) + Li --> Li+
X = Energy (eV),Y = Cross section (cm2)
1.000000e+03,3.303000e-14
1.155000e+03,3.257000e-14
1.334000e+03,3.193000e-14
1.540000e+03,3.108000e-14
1.778000e+03,3.001000e-14
2.054000e+03,2.874000e-14
2.371000e+03,2.729000e-14
2.738000e+03,2.570000e-14
3.162000e+03,2.400000e-14
3.652000e+03,2.225000e-14
4.217000e+03,2.047000e-14
4.870000e+03,1.871000e-14
5.623000e+03,1.700000e-14
6.494000e+03,1.536000e-14
7.499000e+03,1.380000e-14
8.660000e+03,1.236000e-14
1.000000e+04,1.102000e-14
1.155000e+04,9.789000e-15
1.334000e+04,8.672000e-15
1.540000e+04,7.663000e-15
1.778000e+04,6.756000e-15
2.054000e+04,5.945000e-15
2.371000e+04,5.224000e-15
2.738000e+04,4.583000e-15
3.162000e+04,4.017000e-15
3.652000e+04,3.518000e-15
4.217000e+04,3.079000e-15
4.870000e+04,2.694000e-15
5.623000e+04,2.356000e-15
6.494000e+04,2.061000e-15
7.499000e+04,1.803000e-15
8.660000e+04,1.577000e-15
1.000000e+05,1.381000e-15
1.155000e+05,1.210000e-15
1.334000e+05,1.061000e-15
1.540000e+05,9.307000e-16
1.778000e+05,8.178000e-16
2.054000e+05,7.195000e-16
2.371000e+05,6.340000e-16
2.738000e+05,5.595000e-16
3.162000e+05,4.947000e-16
3.652000e+05,4.383000e-16
4.217000e+05,3.890000e-16
4.870000e+05,3.461000e-16
5.623000e+05,3.085000e-16
6.494000e+05,2.756000e-16
7.499000e+05,2.467000e-16
8.660000e+05,2.214000e-16
1.000000e+06,1.990000e-16
