H+ + N2 --> N2+
X = Energy (eV),Y = Cross section (cm2)
4.990000e+04,6.400000e-16
8.000000e+04,5.580000e-16
1.200000e+05,5.100000e-16
1.600000e+05,4.710000e-16
2.010000e+05,4.420000e-16
2.400000e+05,4.160000e-16
2.790000e+05,3.930000e-16
3.110000e+05,3.630000e-16
3.520000e+05,3.350000e-16
3.990000e+05,3.120000e-16
4.600000e+05,2.870000e-16
2.010000e+06,8.320000e-17
3.990000e+06,4.680000e-17
6.010000e+06,3.380000e-17
