H+ + C(3P) --> H + C+(4P)
X = Energy (eV),Y = Cross section (cm2)
4.302000e+00,4.947000e-25
4.840000e+00,3.168000e-24
5.378000e+00,1.034000e-23
5.916000e+00,1.699000e-23
6.453000e+00,2.676000e-23
6.991000e+00,3.538000e-23
7.529000e+00,5.162000e-23
8.067000e+00,8.097000e-23
8.605000e+00,7.560000e-23
9.142000e+00,8.417000e-23
9.680000e+00,8.934000e-23
1.022000e+01,2.250000e-22
1.076000e+01,2.612000e-22
1.613000e+01,1.782000e-21
2.151000e+00,1.586000e-21
2.689000e+01,1.751000e-21
3.227000e+01,5.941000e-21
3.765000e+01,1.224000e-20
4.302000e+01,1.615000e-20
4.840000e+01,3.119000e-20
5.378000e+01,5.075000e-20
6.453000e+01,1.266000e-19
7.529000e+00,2.209000e-19
8.605000e+01,4.173000e-19
9.680000e+01,6.440000e-19
1.076000e+02,9.261000e-19
1.613000e+02,2.603000e-18
2.151000e+02,6.369000e-18
2.689000e+02,1.086000e-17
3.227000e+02,1.639000e-17
3.765000e+02,2.148000e-17
4.302000e+02,2.638000e-17
4.840000e+02,3.290000e-17
5.378000e+02,4.133000e-17
6.453000e+02,5.909000e-17
7.529000e+02,7.229000e-17
8.605000e+02,8.135000e-17
9.680000e+02,8.912000e-17
1.076000e+03,9.719000e-17
