H+ + H(1s) --> H(4f) + H+
X = Energy (eV),Y = Cross section (cm2)
4.000000e+04,1.740000e-19
5.000000e+04,6.590000e-20
6.000000e+04,2.870000e-20
7.000000e+04,1.390000e-20
8.000000e+04,7.290000e-21
9.000000e+04,4.080000e-21
1.000000e+05,2.410000e-21
1.250000e+05,7.690000e-22
1.500000e+05,2.970000e-22
2.000000e+05,6.430000e-23
3.000000e+05,7.210000e-24
4.000000e+05,1.500000e-24
5.000000e+05,4.440000e-25
6.000000e+05,1.640000e-25
7.000000e+05,7.010000e-26
8.000000e+05,3.360000e-26
9.000000e+05,1.750000e-26
1.000000e+06,9.760000e-27
2.000000e+06,2.220000e-28
3.000000e+06,2.390000e-29
4.000000e+06,4.900000e-30
5.000000e+06,1.440000e-30
6.000000e+06,5.280000e-31
7.000000e+06,2.260000e-31
8.000000e+06,1.080000e-31
9.000000e+06,5.680000e-32
1.000000e+07,3.180000e-32
