PB(5d106s26p2) + He2+ --> PB+ + He+
X = Energy (eV),Y = Cross section (cm2)
1.035000e+07,6.770000e-16
1.242000e+07,3.360000e-16
1.500750e+07,1.940000e-16
1.811250e+07,9.950000e-17
2.173500e+07,4.240000e-17
2.587500e+07,1.960000e-17
3.105000e+07,6.800000e-18
3.726000e+07,4.100000e-18
4.450500e+07,2.500000e-18
5.175000e+07,2.400000e-18
6.210000e+07,1.300000e-18
7.452000e+07,6.000000e-19
PB(5d106s26p2) + He2+ --> PB+ + He+
X = Energy (eV),Y = Cross section (cm2)
1.035000e+07,6.770000e-16
1.242000e+07,3.360000e-16
1.500750e+07,1.940000e-16
1.811250e+07,9.950000e-17
2.173500e+07,4.240000e-17
2.587500e+07,1.960000e-17
3.105000e+07,6.800000e-18
3.726000e+07,4.100000e-18
4.450500e+07,2.500000e-18
5.175000e+07,2.400000e-18
6.210000e+07,1.300000e-18
7.452000e+07,6.000000e-19
