id_number,B201869549
categorize,Collision Processes
collision_data_categorize,Cross Section
collision_process,Scattering
sub_process,Total
collision_type,Heavy Particle Impact
Theory_Experiment_Recommendation,Theoretical Data
reaction_formula,D + H2
reference_number,2018000423
author,Joseph Eccles and  Don Secrest
title_of_record,On the use of total cross sections for obtaining the anisotropic interaction potential in atom¨Cdiatom system 
journal_name,JOURNAL OF CHEMICAL PHYSICS
volume_and_issue_No,67
page_number,5115
date_of_publication,1977
