C+(2P) + H --> C(1S) + H+
X = Energy (eV),Y = Cross section (cm2)
7.743600e+01,3.191000e-25
9.034800e+01,9.788000e-25
1.032600e+02,1.845000e-24
1.161600e+02,4.580000e-24
1.291200e+02,1.552000e-23
1.935600e+02,8.625000e-23
2.581200e+02,1.590000e-22
3.226800e+02,1.829000e-22
3.872400e+02,2.163000e-22
4.518000e+02,5.079000e-22
5.162400e+02,1.258000e-21
5.808000e+02,2.016000e-21
6.453600e+02,2.970000e-21
7.743600e+02,7.119000e-21
9.034800e+02,1.538000e-20
1.032600e+03,2.150000e-20
1.161600e+03,3.211000e-20
1.291200e+03,5.283000e-20
1.935600e+03,3.864000e-19
2.581200e+03,5.249000e-19
3.226800e+03,1.261000e-18
3.872400e+03,2.452000e-18
4.518000e+03,3.518000e-18
5.162400e+03,4.224000e-18
5.808000e+03,5.244000e-18
6.453600e+03,6.703000e-18
7.743600e+03,8.842000e-18
9.034800e+03,9.419000e-18
1.032600e+04,1.038000e-17
1.161600e+04,1.213000e-17
1.291200e+04,1.448000e-17
