C2+ + H --> C+(2s2p2 2D) + H+
X = Energy (eV),Y = Cross section (cm2)
3.240000e+00,4.800000e-24
1.800000e+01,2.700000e-24
4.680000e+01,2.800000e-21
9.720000e+01,2.200000e-18
