13C3+ + He2+ --> 13C4+ + 3He+
X = Energy (eV),Y = Cross section (cm2)
3.980002e+03,2.503675e-16
4.989998e+03,2.503675e-16
6.299995e+03,3.254777e-16
7.939997e+03,3.195867e-16
1.002999e+04,3.402052e-16
1.259001e+04,3.829150e-16
1.585000e+04,3.755512e-16
1.994999e+04,3.446235e-16
2.510999e+04,3.107502e-16
3.159000e+04,2.945500e-16
3.983000e+04,2.930773e-16
5.014000e+04,2.459493e-16
6.311000e+04,2.135487e-16
7.950001e+04,2.091305e-16
9.994000e+04,1.605297e-16
1.259200e+05,1.399113e-16
1.585500e+05,1.428568e-16
1.995300e+05,1.060380e-16
