X,Y
1.0720,2.04E+6
1.0000,2.43E+6
1.5000,9.56E+5
1.0720,2.24E+6
2.0000,4.61E+5
3.0000,1.65E+5
4.0000,8.01E+4
4.5570,5.78E+4
4.5570,1.74E+5
4.8520,1.47E+5
4.8520,2.05E+5
5.0000,1.89E+5
5.1880,1.71E+5
5.1880,2.05E+5
6.0000,1.38E+5
8.0000,6.34E+4
10.0000,3.47E+4
15.0000,1.17E+4
20.0000,5.46E+3
28.6130,2.13E+3
30.0000,1.89E+3
33.1700,1.46E+3
33.1700,8.25E+3
40.0000,4.95E+3
50.0000,2.68E+3
60.0000,1.62E+3
80.0000,7.34E+2
100.0000,4.02E+2
150.0000,1.44E+2
200.0000,7.55E+1
300.0000,3.65E+1
400.0000,2.51E+1
500.0000,2.00E+1
600.0000,1.71E+1
800.0000,1.39E+1
1000.0000,1.20E+1
