id_number,B201220732
categorize,Collision Processes
collision_data_categorize,Cross Section
collision_process,Excitation
sub_process,Electronic
collision_type,Heavy Particle Impact
Theory_Experiment_Recommendation,Theoretical Data
reaction_formula,He2+ + H(1s1) -> He2+ + H(3s1)
reference_number,2012001196
author,W. Fritsch### R. Shingal### C.-D. Lin
title_of_record,Close-coupling study of electron excitation in 1-300-keV/u He2+-H collisions
journal_name,Phys. Rev. A
volume_and_issue_No,44
page_number,5686
date_of_publication,1991
