id_number,B201220082
categorize,Collision Processes
collision_data_categorize,Cross Section
collision_process,Excitation
sub_process,Electronic
collision_type,Heavy Particle Impact
Theory_Experiment_Recommendation,Experimental Data
reaction_formula,Cu6+ + H -> Cu6+ + H(5p1)
reference_number,2012001149
author,D. Detleffsen### M. Anton### A. Werner### K-H Schartner
title_of_record,Excitation of atomic hydrogen by protons and multiply charged ions at intermediate velocities
journal_name,J. Phys. B
volume_and_issue_No,27
page_number,4195
date_of_publication,1994
