O6+ + H(1s) --> O5+(total) + H+
X = Energy (eV),Y = Cross section (cm2)
8.024000e+03,5.026000e-15
1.076960e+04,4.826000e-15
1.465440e+04,4.763000e-15
1.980800e+04,4.733000e-15
2.769600e+04,4.640000e-15
3.979200e+04,4.611000e-15
5.232000e+04,4.581000e-15
7.217600e+04,4.710000e-15
1.002400e+05,4.712000e-15
1.480640e+05,4.588000e-15
2.041600e+05,4.437000e-15
2.760000e+05,4.203000e-15
3.833600e+05,3.849000e-15
5.112000e+05,3.383000e-15
6.192000e+05,2.933000e-15
7.710400e+05,2.458000e-15
9.534400e+05,1.937000e-15
1.108800e+06,1.568000e-15
1.263040e+06,1.261000e-15
1.439040e+06,9.673000e-16
1.617600e+06,7.317000e-16
1.817600e+06,5.460000e-16
2.070400e+06,3.965000e-16
2.360000e+06,2.635000e-16
2.633600e+06,1.914000e-16
2.860800e+06,1.447000e-16
3.171200e+06,1.016000e-16
