O2+ + He --> O+ + He+
X = Energy (eV),Y = Cross section (cm2)
1.616000e+01,5.980000e-16
2.400000e+01,6.910000e-16
3.504000e+01,7.840000e-16
4.720000e+01,8.520000e-16
6.608000e+01,9.330000e-16
9.376000e+01,1.010000e-15
1.379200e+02,1.100000e-15
1.856000e+02,1.180000e-15
2.864000e+02,1.240000e-15
4.224000e+02,1.250000e-15
5.312000e+02,1.250000e-15
8.016000e+02,1.270000e-15
1.153600e+03,1.290000e-15
1.696000e+03,1.280000e-15
1.968000e+03,1.250000e-15
2.272000e+03,1.220000e-15
2.864000e+03,1.170000e-15
4.272000e+03,1.060000e-15
5.984000e+03,9.470000e-16
8.096000e+03,8.410000e-16
1.200000e+04,7.150000e-16
1.571200e+04,6.440000e-16
1.952000e+04,6.080000e-16
2.240000e+04,5.960000e-16
2.560000e+04,6.010000e-16
