O+(4S) + CO2 --> O + CO2+
X = Energy (eV),Y = Cross section (cm2)
4.928000e-01,1.550000e-15
1.032000e+00,1.590000e-15
2.096000e+00,1.810000e-15
5.056000e+00,1.560000e-15
1.032000e+01,1.360000e-15
1.545600e+01,1.350000e-15
2.016000e+01,1.380000e-15
2.592000e+01,1.500000e-15
3.104000e+01,1.560000e-15
3.568000e+01,1.660000e-15
4.112000e+01,1.830000e-15
4.656000e+01,2.080000e-15
5.136000e+01,2.230000e-15
6.064000e+01,2.300000e-15
7.168000e+01,2.320000e-15
7.696000e+01,2.400000e-15
8.256000e+01,2.360000e-15
9.360000e+01,2.750000e-15
1.075200e+02,3.190000e-15
1.326400e+02,3.430000e-15
1.566400e+02,3.550000e-15
1.824000e+02,3.670000e-15
2.128000e+02,3.530000e-15
